Project Code as Word,PQ # as Word,Country as Word,Managed By as Word,Fulfill Via as Word,Vendor INCO Term as Word,Shipment Mode as Word,PQ First Sent to Client Date as Word,PQ First Sent to Client Date Value,PO Sent to Vendor Date as Word,PO Sent to Vendor Date Value,Scheduled Delivery Date Value,Delivered to Client Date Value,Delivery Recorded Date Value,Product Group as Word,Sub Classification as Word,Vendor as Word,Item Description as Word,Molecule/Test Type as Word,Brand as Word,Dosage as Word,Dosage Form as Word,Unit of Measure (Per Pack) Value,Line Item Quantity Value,Line Item Value Value,Pack Price Value,Unit Price Value,Manufacturing Site as Word,First Line Designation as Word,Weight (Kilograms) as Word,Weight (Kilograms) Value,Freight Cost (USD) as Word,Freight Cost (USD) Value,Line Item Insurance (USD) Value,PO / SO # Type as Word,PO / SO # ID Value,ASN/DN # Type as Word,ASN/DN # ID Value,IsDefective
58,77,10,1,1,5,4,-1,1283212800,-1,1285286400,1296432000,1296432000,1296432000,2,3,2,4,4,2,2,3,60,19177,45449.49,2.37,0.04,2,2,-1,6196.0,-1,1220.84,97.99,1,83790,1,9179,0
51,128,2,1,1,1,1,-1,1316563200,-1,1317686400,1330560000,1330560000,1330560000,2,3,2,27,7,2,10,3,30,49452,200280.6,4.05,0.13,2,2,-1,10210.0,-1,17392.05,330.46,1,123520,1,13475,1
54,67,29,1,1,1,1,-1,1419811200,-1,1424390400,1431043200,1431043200,1431302400,1,1,7,10,9,6,-1,1,20,25,800.0,32.0,1.6,8,2,-1,191.0,-1,2796.58,0.94,1,272140,1,31129,1
89,360,24,1,1,1,1,-1,1394150400,-1,1397520000,1410393600,1410393600,1410393600,2,3,21,106,33,2,39,6,30,8458,47364.8,5.6,0.19,20,1,-1,758.0,-1,6956.18,48.69,1,234090,1,27340,1
69,82,8,1,1,1,1,-1,1302134400,-1,1304553600,1318982400,1318982400,1318982400,1,1,14,3,3,3,-1,1,100,2499,199920.0,80.0,0.8,14,1,-1,1191.0,-1,23808.37,329.87,1,108000,1,12247,0
67,746,17,1,1,2,1,-1,1251158400,-1,1252540800,1255996800,1255996800,1255996800,2,3,6,9,8,5,5,3,120,480,17356.8,36.16,0.3,7,1,-1,126.0,-1,1360.34,34.02,1,53050,1,5064,0
60,367,3,1,1,1,1,-1,1370822400,-1,1373414400,1383782400,1384128000,1384646400,1,1,14,3,3,3,-1,1,100,3041,270649.0,89.0,0.89,59,1,-1,1235.0,-1,21084.84,334.79,1,196561,1,22353,0
62,197,1,1,1,1,1,-1,1376006400,-1,1379289600,1383523200,1383523200,1383609600,2,3,21,120,64,2,44,3,30,4500,90000.0,20.0,0.67,20,1,-1,608.0,-1,4568.92,111.33,1,206580,1,22054,1
58,216,10,1,1,5,4,-1,1299801600,-1,1301443200,1322784000,1322784000,1322784000,2,2,35,88,24,20,30,5,240,20000,185600.0,9.28,0.04,17,1,-1,7664.0,-1,8301.76,306.24,1,104210,1,12078,1
59,17,10,1,1,5,2,-1,1373500800,-1,1409097600,1409097600,1409097600,1409097600,2,3,22,22,6,2,8,3,60,11,306.08,27.83,0.46,2,2,1,-1.0,1,-1.0,0.38,1,199283,1,27979,1
58,12,10,1,1,5,4,-1,1299715200,-1,1301270400,1310601600,1321574400,1321574400,2,3,9,30,18,2,8,3,30,51382,332441.54,6.47,0.22,10,1,1,-1.0,1,-1.0,548.53,1,104020,1,12033,1
54,67,29,1,1,1,1,-1,1419811200,-1,1424390400,1435795200,1435795200,1435881600,1,1,14,3,3,3,-1,1,100,90,8010.0,89.0,0.89,59,2,1,-1.0,2,-1.0,9.43,1,272170,1,31958,1
67,617,17,1,1,1,1,-1,1368748800,-1,1371168000,1382918400,1382918400,1383091200,2,2,21,177,7,2,4,3,30,61386,92079.0,1.5,0.05,20,1,-1,3262.0,-1,12034.96,113.9,1,192040,1,22130,1
56,654,30,1,1,1,1,-1,1396310400,-1,1398729600,1402617600,1402617600,1402617600,1,1,14,3,3,3,-1,1,100,2114,169120.0,80.0,0.8,59,1,-1,822.0,-1,21348.51,173.86,1,235540,1,26174,1
59,111,10,2,1,5,2,-1,1363564800,1,-1,1366070400,1366070400,1366070400,2,3,22,58,24,2,8,3,60,537,14023.43,26.11,0.44,36,2,1,-1.0,1,-1.0,17.35,1,183950,1,19166,1
67,747,17,1,1,4,1,-1,1306972800,-1,1308009600,1325635200,1325635200,1325635200,2,3,5,95,50,38,14,4,180,36,1800.0,50.0,0.28,27,1,-1,9.0,-1,286.0,2.97,1,111210,1,13118,1
94,519,12,1,1,1,1,-1,1254873600,-1,1255392000,1266451200,1266451200,1266451200,1,1,14,17,15,3,-1,1,100,200,14000.0,70.0,0.7,14,1,-1,45.0,-1,10486.42,30.18,1,54920,1,6026,0
59,13,10,1,1,5,2,-1,1410393600,-1,1433203200,1433203200,1433203200,1433203200,2,3,46,8,2,2,4,3,60,19,243.66,12.82,0.21,2,2,1,-1.0,1,-1.0,0.25,1,259076,1,32524,0
51,32,2,1,1,1,1,-1,1404864000,-1,1407715200,1418947200,1418947200,1418947200,2,3,25,27,7,2,10,3,30,10000,35000.0,3.5,0.12,32,2,-1,1570.0,-1,2690.2,35.98,1,251680,1,29386,1
53,149,7,1,1,1,4,-1,1377043200,-1,1382659200,1399593600,1399593600,1399852800,2,3,25,8,2,2,4,3,60,10725,23595.0,2.2,0.04,32,2,-1,5986.0,-1,2549.52,29.19,1,210510,1,24412,1
70,647,28,1,1,1,1,-1,1315872000,-1,1316044800,1321574400,1321574400,1321574400,1,1,14,123,66,3,-1,1,100,100,7215.0,72.15,0.72,14,1,-1,18.0,-1,1278.12,11.9,1,122260,1,12662,1
59,13,10,1,1,5,2,-1,1410393600,-1,1412812800,1440374400,1440374400,1440374400,2,3,46,22,6,2,8,3,60,15,289.91,19.33,0.32,2,2,1,-1.0,1,-1.0,0.3,1,259079,1,33852,0
59,299,10,1,1,5,2,-1,1381190400,-1,1385942400,1391644800,1391644800,1391644800,2,3,22,27,7,2,10,3,30,2348,34277.51,14.6,0.49,2,2,1,-1.0,1,-1.0,42.4,1,215370,1,24415,0
74,145,9,1,1,1,1,-1,1401753600,-1,1403049600,1416182400,1416182400,1416268800,1,1,7,10,9,6,-1,1,20,540,17280.0,32.0,1.6,8,1,-1,165.0,-1,1442.44,17.76,1,244840,1,28571,1
85,146,15,1,1,1,1,-1,1338854400,-1,1339632000,1341792000,1343433600,1343433600,1,1,14,3,3,3,-1,1,100,6618,589002.0,89.0,0.89,59,1,-1,1139.0,-1,11827.07,825.78,1,149610,1,15668,0
59,111,10,2,1,5,2,-1,1363564800,1,-1,1366070400,1366070400,1366070400,2,2,22,49,7,2,23,4,30,2146,6526.5,3.04,0.1,2,2,1,-1.0,1,-1.0,8.07,1,183950,1,19166,1
54,54,29,1,1,1,1,-1,1374105600,-1,1375747200,1392076800,1392076800,1392076800,1,1,7,10,9,6,-1,1,20,35,1120.0,32.0,1.6,8,2,-1,159.0,-1,2395.42,1.39,1,200921,1,22955,1
58,12,10,1,1,5,4,-1,1299715200,-1,1300924800,1318204800,1318204800,1318204800,2,3,2,27,7,2,10,3,30,78595,354463.45,4.51,0.15,2,1,-1,6681.0,-1,9323.27,584.86,1,103390,1,11889,0
59,17,10,1,1,5,2,-1,1373500800,-1,1376352000,1391731200,1391731200,1391731200,2,3,22,27,7,2,10,3,30,676,11202.19,16.57,0.55,32,2,1,-1.0,1,-1.0,13.86,1,199280,1,24433,1
65,475,33,1,1,1,1,-1,1323820800,-1,1326067200,1339977600,1339977600,1339977600,1,1,14,3,3,3,-1,1,100,1265,101200.0,80.0,0.8,59,1,-1,657.0,-1,15722.05,141.88,1,131070,1,14078,0
60,637,3,1,1,1,1,-1,1303948800,-1,1306108800,1314748800,1314230400,1314230400,1,1,14,3,3,3,-1,1,100,2853,253917.0,89.0,0.89,14,1,-1,1360.0,-1,32499.11,418.96,1,108740,1,11757,0
53,748,7,1,1,2,1,-1,1294012800,-1,1297728000,1301961600,1301961600,1301961600,2,2,10,46,12,8,23,9,60,200,1900.0,9.5,0.16,11,1,-1,94.0,-1,757.42,3.14,1,100090,1,10006,1
74,749,9,1,1,1,1,-1,1262649600,-1,1263254400,1265846400,1265846400,1265846400,1,1,29,63,36,30,-1,1,1,800,18400.0,23.0,23.0,39,1,-1,543.0,-1,5456.44,39.67,1,63002,1,6034,0
63,229,6,1,1,1,4,-1,1323216000,-1,1333411200,1342396800,1342396800,1342396800,2,3,21,114,61,2,43,6,30,39330,511290.0,13.0,0.43,20,1,-1,4426.0,-1,66916.5,716.83,1,137540,1,14799,1
53,750,7,1,1,4,1,-1,1292889600,-1,1294272000,1318896000,1318896000,1318896000,2,2,5,103,7,4,38,5,180,270,4579.2,16.96,0.09,57,1,-1,76.0,-1,290.0,7.56,1,96310,1,12382,1
53,444,7,1,1,8,2,-1,1358812800,-1,1360627200,1365724800,1365724800,1365724800,1,1,38,3,3,3,-1,1,100,11,1375.0,125.0,1.25,59,1,1,-1.0,1,-1.0,1.7,1,176451,1,19216,1
88,349,8,1,1,2,1,-1,1414368000,-1,1414627200,1431561600,1431561600,1431561600,2,2,6,42,8,25,19,5,300,2625,80902.5,30.82,0.1,29,1,-1,2583.0,-1,20559.39,95.22,1,261591,1,31190,1
51,717,2,1,1,1,1,-1,1259712000,-1,1260230400,1264550400,1264550400,1264550400,2,3,27,5,5,2,3,4,60,8904,12465.6,1.4,0.02,34,1,-1,429.0,-1,2633.91,26.88,1,58710,1,5842,0
59,102,10,1,1,5,2,-1,1241654400,-1,1249257600,1256860800,1256860800,1256860800,2,2,22,49,7,2,23,4,30,1261,5063.76,4.02,0.13,2,2,1,-1.0,1,-1.0,9.92,1,50941,1,5498,0
58,77,10,1,1,5,4,-1,1283212800,-1,1285632000,1297641600,1297641600,1297641600,2,3,9,8,2,2,4,3,60,158000,440820.0,2.79,0.05,10,1,-1,16768.0,-1,23721.9,950.41,1,83910,1,9171,0
96,371,15,1,1,4,1,-1,1342051200,-1,1352160000,1362009600,1362009600,1362009600,1,1,14,3,3,3,-1,1,100,1,89.0,89.0,0.89,59,1,-1,1476.0,-1,91.66,0.12,1,153910,1,17660,0
51,428,2,1,1,1,1,-1,1309132800,-1,1310083200,1319414400,1319414400,1319414400,2,3,25,12,11,2,6,6,60,11755,96391.0,8.2,0.14,32,1,-1,1083.0,-1,9046.76,159.05,1,113670,1,12274,0
63,104,6,1,1,4,1,-1,1281657600,-1,1285545600,1294704000,1294704000,1294704000,2,3,25,27,7,2,10,3,30,1396,6044.68,4.33,0.14,32,1,1,-1.0,1,-1.0,13.03,1,83370,1,9435,0
59,102,10,1,1,5,2,-1,1241654400,-1,1248134400,1249948800,1249948800,1249948800,2,3,22,21,18,14,8,3,30,163,4195.98,25.74,0.86,28,1,1,-1.0,1,-1.0,8.22,1,49610,1,5003,0
71,545,5,1,1,1,1,-1,1298592000,-1,1300838400,1308528000,1308528000,1308528000,1,1,14,3,3,3,-1,1,100,86,6880.0,80.0,0.8,14,1,-1,40.0,-1,1765.86,11.35,1,102040,1,10625,0
59,13,10,1,1,5,2,-1,1410393600,-1,1425859200,1425859200,1425859200,1425859200,2,2,46,66,7,2,4,4,90,3,51.12,17.04,0.19,2,2,1,-1.0,1,-1.0,0.05,1,259074,1,31070,0
51,428,2,1,1,1,1,-1,1309132800,-1,1309996800,1321920000,1321920000,1321920000,2,3,21,58,24,2,8,3,60,408,5911.92,14.49,0.24,20,1,-1,42.0,-1,4388.84,9.75,1,113650,1,12787,1
51,221,2,1,1,1,1,-1,1269216000,-1,1269561600,1277942400,1277942400,1277942400,2,3,9,44,31,2,21,6,60,30080,171155.2,5.69,0.09,10,1,-1,2933.0,-1,12067.26,369.01,1,69440,1,7220,0
89,193,24,1,1,1,1,-1,1397260800,-1,1400803200,1412812800,1412812800,1413158400,2,2,2,6,6,2,1,5,240,3652,7304.0,2.0,0.01,2,1,-1,1575.0,-1,8130.55,7.51,1,237830,1,27589,1
59,14,10,1,1,5,2,-1,1398816000,-1,1399507200,1424304000,1424304000,1424304000,2,2,46,145,70,44,2,4,60,3,58.13,19.38,0.32,72,2,1,-1.0,1,-1.0,0.06,1,238550,1,30792,1
60,83,3,1,1,1,1,-1,1342483200,-1,1344556800,1367798400,1367798400,1367798400,1,1,13,16,14,10,-1,1,20,3401,98629.0,29.0,1.45,13,1,-1,972.0,-1,10191.28,138.28,1,155311,1,19163,1
80,114,34,1,1,1,1,-1,1314576000,-1,1315958400,1325808000,1325808000,1325808000,1,1,14,3,3,3,-1,1,100,115,10235.0,89.0,0.89,59,1,-1,53.0,-1,1614.83,16.89,1,120440,1,12832,0
59,292,10,1,1,5,2,-1,1373587200,-1,1405036800,1405036800,1405036800,1405036800,2,2,22,145,70,44,2,4,60,2,51.37,25.68,0.43,72,1,1,-1.0,1,-1.0,0.06,1,199315,1,27211,1
59,111,10,2,1,5,2,-1,1363564800,1,-1,1366070400,1366070400,1366070400,2,3,22,61,4,26,2,3,60,19284,144614.29,7.5,0.12,22,2,1,-1.0,1,-1.0,178.89,1,183950,1,19166,0
62,682,1,1,1,1,1,-1,1336089600,-1,1339545600,1350432000,1350432000,1350432000,1,1,13,16,14,10,-1,1,20,3678,106662.0,29.0,1.45,13,1,-1,1056.0,-1,12363.35,149.54,1,147560,1,16600,0
62,26,1,1,1,1,1,-1,1323302400,-1,1326758400,1332806400,1332806400,1332806400,1,1,14,3,3,3,-1,1,100,2070,165600.0,80.0,0.8,59,1,-1,988.0,-1,19368.23,232.17,1,131890,1,14091,0
59,64,10,1,1,5,2,-1,1384387200,-1,1385942400,1389571200,1389571200,1389571200,2,3,22,61,4,26,2,3,60,115,1249.75,10.87,0.18,37,2,1,-1.0,1,-1.0,1.28,1,215410,1,23875,1
76,751,3,1,1,1,1,-1,1253232000,-1,1254873600,1262736000,1262736000,1262736000,3,5,23,35,25,21,15,12,540,30,1207.5,40.25,0.07,23,1,-1,1295.0,-1,8423.76,2.37,1,54540,1,5633,1
53,249,7,1,1,2,1,-1,1336953600,-1,1340841600,1349308800,1349308800,1349308800,2,2,54,24,5,15,9,7,200,90,135.0,1.5,0.01,68,1,1,-1.0,2,-1.0,0.19,1,148870,1,16439,0
53,149,7,1,1,2,1,-1,1377043200,-1,1382400000,1390435200,1390435200,1390521600,2,2,6,45,8,2,22,3,60,80,475.2,5.94,0.1,7,1,-1,8.0,-1,737.12,0.59,1,210440,1,23017,1
51,108,2,1,1,1,1,-1,1295222400,-1,1297728000,1308700800,1308700800,1308700800,2,3,21,12,11,2,6,6,60,19930,164422.5,8.25,0.14,20,2,-1,2113.0,-1,10784.69,271.3,1,98050,1,11023,1
52,323,4,1,1,1,1,-1,1251676800,-1,1252627200,1264636800,1264636800,1264636800,1,1,14,3,3,3,-1,1,100,2898,208656.0,72.0,0.72,14,1,-1,1409.0,-1,21714.68,408.97,1,53261,1,5854,0
51,244,2,1,1,1,1,-1,1360195200,-1,1360713600,1375315200,1375315200,1375315200,2,3,21,114,61,2,43,6,30,46802,537754.98,11.49,0.38,20,1,-1,5281.0,-1,13625.75,665.2,1,177620,1,20366,1
59,13,10,1,1,5,2,-1,1410393600,-1,1412812800,1437696000,1437696000,1437696000,2,3,46,69,12,2,13,15,30,6,71.03,11.84,0.39,2,2,1,-1.0,1,-1.0,0.07,1,259078,1,33470,1
71,523,5,1,1,2,1,-1,1267401600,-1,1268352000,1301529600,1301529600,1301529600,2,3,6,52,32,27,18,4,336,335,12850.6,38.36,0.11,29,1,-1,146.0,-1,4701.1,27.71,1,66940,1,9922,1
59,13,10,1,1,5,2,-1,1410393600,-1,1425859200,1425859200,1425859200,1425859200,2,3,46,116,62,41,18,3,120,41,1049.33,25.59,0.21,62,2,1,-1.0,1,-1.0,1.08,1,259074,1,31069,0
63,97,6,1,1,2,1,-1,1412812800,-1,1418342400,1430092800,1430092800,1430092800,2,2,51,145,70,44,2,4,60,132,4468.2,33.85,0.56,72,1,-1,11.0,-1,663.77,4.59,1,268600,1,31454,1
59,13,10,1,1,5,2,-1,1410393600,-1,1417132800,1417132800,1417132800,1417132800,2,3,46,140,65,42,8,3,120,36,1696.63,47.13,0.39,62,2,1,-1.0,1,-1.0,1.74,1,259071,1,29596,1
100,469,12,1,1,1,1,-1,1323043200,-1,1326326400,1329177600,1329177600,1329177600,1,1,7,10,9,6,-1,1,20,728,23296.0,32.0,1.6,8,1,-1,238.0,-1,2789.67,32.66,1,131100,1,13763,0
58,12,10,1,1,5,4,-1,1299715200,-1,1301270400,1326326400,1326326400,1326326400,2,3,9,8,2,2,4,3,60,5360,14579.2,2.72,0.05,10,1,-1,583.0,-1,5824.11,24.06,1,104100,1,12991,1
51,221,2,1,1,1,1,-1,1269216000,-1,1269561600,1278374400,1278374400,1278374400,2,3,9,44,31,2,21,6,60,49920,284044.8,5.69,0.09,10,1,-1,4799.0,-1,10959.54,612.4,1,69430,1,7236,0
69,752,8,1,1,1,1,-1,1339718400,-1,1341964800,1349827200,1349827200,1349827200,1,1,30,178,37,31,-1,1,1,11626,29065.0,2.5,2.5,40,1,-1,613.0,-1,8434.27,40.75,1,150570,1,16202,1
55,456,14,1,1,4,1,-1,1366329600,-1,1366848000,1387324800,1387324800,1389139200,2,3,5,130,69,43,14,3,60,54,2997.0,55.5,0.92,27,1,1,-1.0,1,-1.0,3.71,1,187080,1,23311,1
51,24,2,1,1,1,1,-1,1250035200,-1,1250208000,1259280000,1259280000,1259280000,2,3,2,5,5,2,3,4,60,3024,4384.8,1.45,0.02,2,1,-1,202.0,-1,1615.88,8.59,1,51760,1,5445,0
60,363,3,1,1,1,1,-1,1376352000,-1,1383264000,1388707200,1388707200,1389571200,1,1,13,16,14,10,-1,1,20,3337,106784.0,32.0,1.6,13,1,-1,1252.0,-1,5758.84,132.09,1,210340,1,23200,1
59,17,10,1,1,5,2,-1,1373500800,-1,1404950400,1404950400,1404950400,1404950400,2,2,22,42,8,25,19,5,300,4,93.81,23.45,0.08,29,1,1,-1.0,1,-1.0,0.12,1,199288,1,27198,0
65,40,33,1,1,1,1,-1,1390348800,-1,1390867200,1396569600,1396569600,1398643200,1,1,7,10,9,6,-1,1,20,5,160.0,32.0,1.6,8,2,-1,54.0,-1,2734.02,0.16,1,224840,1,24721,1
89,193,24,1,1,1,1,-1,1397260800,-1,1400803200,1415577600,1415577600,1415750400,2,3,2,54,34,2,26,6,60,25097,205795.4,8.2,0.14,2,1,-1,3167.0,-1,16189.27,211.56,1,237810,1,28671,1
65,31,33,1,1,1,1,-1,1407715200,-1,1409097600,1415059200,1415059200,1416441600,1,1,7,10,9,6,-1,1,20,214,6848.0,32.0,1.6,8,2,-1,509.0,-1,8021.11,7.04,1,253260,1,28279,1
52,347,4,1,1,1,1,-1,1314748800,-1,1316390400,1331251200,1331251200,1331251200,1,1,7,10,9,6,-1,1,20,5000,160000.0,32.0,1.6,8,1,-1,1647.0,-1,20626.58,264.0,1,120580,1,13542,0
59,14,10,1,1,5,2,-1,1398816000,-1,1409184000,1409184000,1409184000,1409184000,2,3,46,58,24,2,8,3,60,99,6830.08,68.99,1.15,2,2,1,-1.0,1,-1.0,7.02,1,238553,1,28021,1
59,17,10,1,1,5,2,-1,1373500800,-1,1376352000,1391731200,1391731200,1391731200,2,3,22,8,2,2,4,3,60,76,1487.93,19.58,0.33,2,2,1,-1.0,1,-1.0,1.84,1,199280,1,24433,0
51,186,2,1,1,1,1,-1,1343174400,-1,1344902400,1355097600,1355097600,1355097600,2,3,2,27,7,2,10,3,30,14119,46592.7,3.3,0.11,2,2,-1,2998.0,-1,4531.29,65.32,1,156140,1,17077,1
62,415,1,1,1,2,1,-1,1250812800,-1,1252627200,1256256000,1256256000,1256256000,2,3,6,9,8,5,5,3,120,12560,454169.6,36.16,0.3,7,1,-1,3080.0,-1,18459.58,890.17,1,52600,1,5061,0
83,123,28,1,1,1,1,-1,1376870400,-1,1380067200,1384387200,1384387200,1384387200,2,3,4,108,57,2,41,6,30,39960,193406.4,4.84,0.16,85,1,-1,4123.0,-1,28778.76,239.24,1,204370,1,22180,0
54,67,29,1,1,1,1,-1,1419811200,-1,1424390400,1437782400,1437782400,1438128000,1,1,7,10,9,6,-1,1,20,25,800.0,32.0,1.6,8,2,-1,164.0,-1,1871.07,0.94,1,272150,1,31765,1
52,263,4,1,1,1,1,-1,1398816000,-1,1400630400,1405814400,1405900800,1407283200,2,3,2,8,2,2,4,3,60,38939,87612.75,2.25,0.04,2,1,-1,3962.0,-1,20233.34,90.07,1,240080,1,26467,0
59,14,10,1,1,5,2,-1,1398816000,-1,1430179200,1430179200,1430179200,1430179200,2,2,46,66,7,2,4,4,90,6,283.05,47.18,0.52,2,2,1,-1.0,1,-1.0,0.29,1,238556,1,31854,1
63,753,6,1,1,1,1,-1,1361750400,-1,1361750400,1363305600,1363305600,1363305600,1,1,7,10,9,6,-1,1,20,500,16000.0,32.0,1.6,8,1,-1,166.0,-1,3478.5,19.79,1,178950,1,18564,1
71,76,5,1,1,1,1,-1,1380758400,-1,1382918400,1390867200,1390867200,1390867200,2,2,2,49,7,2,23,4,30,11912,18582.72,1.56,0.05,2,1,-1,802.0,-1,5740.54,22.99,1,210910,1,23397,1
51,163,2,1,1,1,1,-1,1373500800,-1,1381708800,1390262400,1390262400,1390262400,2,3,25,27,7,2,10,3,30,11517,37315.08,3.24,0.11,32,1,-1,1006.0,-1,3001.35,46.16,1,210820,1,23668,1
63,373,6,1,1,4,1,-1,1394409600,-1,1400198400,1406160000,1406160000,1406246400,2,3,21,120,64,2,44,3,30,18000,360000.0,20.0,0.67,20,1,-1,2402.0,-1,1832.54,370.08,1,239010,1,26755,0
53,118,7,1,1,1,4,-1,1413936000,-1,1419379200,1435881600,1435881600,1436745600,2,3,21,114,61,2,43,6,30,65025,665856.0,10.24,0.34,20,2,-1,16350.0,-1,16028.78,684.5,1,262840,1,31820,1
51,318,2,1,1,1,1,-1,1268611200,-1,1269388800,1280793600,1280793600,1280793600,2,3,27,4,4,2,2,3,60,8738,20534.3,2.35,0.04,34,1,-1,420.0,-1,6683.69,44.27,1,68480,1,7488,0
57,10,7,1,1,1,1,-1,1320796800,-1,1325116800,1327276800,1327276800,1327276800,4,6,16,179,85,2,-1,1,25,4,45.0,11.25,0.45,16,1,-1,2.0,-1,702.42,0.06,1,131030,1,13447,0
80,754,34,1,1,1,1,-1,1271376000,-1,1271894400,1275004800,1275004800,1275004800,1,1,7,10,9,6,-1,1,20,750,24000.0,32.0,1.6,8,1,-1,253.0,-1,2849.79,51.74,1,71580,1,6862,0
75,71,5,1,1,1,1,-1,1343260800,-1,1344470400,1349740800,1349740800,1349740800,2,3,2,27,7,2,10,3,30,60757,200498.1,3.3,0.11,2,1,-1,5215.0,-1,20136.28,281.1,1,156500,1,16218,1
53,149,7,1,1,1,4,-1,1377043200,-1,1382572800,1399593600,1399593600,1399852800,2,2,2,49,7,2,23,4,30,2688,4193.28,1.56,0.05,2,1,-1,154.0,-1,2520.54,5.19,1,210470,1,24371,1
67,35,17,1,1,5,1,-1,1331769600,-1,1334620800,1337299200,1337299200,1337299200,2,3,28,140,65,42,8,3,120,252,16783.2,66.6,0.55,28,2,-1,57.0,-1,548.2,23.53,1,143490,1,14880,1
71,73,5,1,1,1,1,-1,1395878400,-1,1399334400,1424649600,1424649600,1424736000,1,1,7,10,9,6,-1,1,20,168,5376.0,32.0,1.6,8,1,-1,55.0,-1,1112.11,5.53,1,235390,1,29855,0
89,360,24,1,1,2,1,-1,1394150400,-1,1397433600,1407369600,1407369600,1408060800,2,2,6,45,8,2,22,3,60,934,5547.96,5.94,0.1,7,1,-1,110.0,-1,2060.79,5.7,1,234010,1,27059,1
86,755,7,1,1,3,1,-1,1323820800,-1,1326931200,1330992000,1330992000,1330992000,1,1,38,3,3,3,-1,1,100,21,2625.0,125.0,1.25,14,1,1,-1.0,1,-1.0,3.68,1,132020,1,14227,0
60,210,3,1,1,1,1,-1,1297814400,-1,1301443200,1309996800,1309996800,1309996800,1,1,14,3,3,3,-1,1,100,2891,257299.0,89.0,0.89,14,1,-1,1378.0,-1,31201.82,424.54,1,103110,1,11268,0
99,756,29,1,1,1,1,-1,1404086400,-1,1406764800,1418256000,1418256000,1418688000,2,2,9,125,11,2,45,16,60,635,1206.5,1.9,0.03,10,1,-1,59.0,-1,1944.99,1.24,1,249920,1,29167,1
51,224,2,1,1,1,1,-1,1277251200,-1,1277942400,1291680000,1291680000,1291680000,2,3,2,22,6,2,8,3,60,336,2436.0,7.25,0.12,2,1,-1,19.0,-1,8495.83,5.25,1,77260,1,8928,0
89,360,24,1,1,1,1,-1,1394150400,-1,1397433600,1406160000,1406160000,1406764800,2,3,2,136,8,2,5,3,120,3393,73967.4,21.8,0.18,2,1,-1,915.0,-1,6006.37,76.04,1,234050,1,26436,0
62,757,1,1,1,1,1,-1,1328054400,-1,1331164800,1337644800,1337644800,1337644800,2,3,21,120,64,2,44,3,30,1800,45000.0,25.0,0.83,20,1,-1,225.0,-1,3109.21,63.09,1,139100,1,14678,1
59,17,10,1,1,5,2,-1,1373500800,-1,1376352000,1391731200,1391731200,1391731200,2,2,22,131,4,2,1,5,240,12,94.68,7.89,0.03,2,2,1,-1.0,1,-1.0,0.12,1,199280,1,24433,0
71,61,5,1,1,1,1,-1,1308873600,-1,1310947200,1317254400,1317340800,1317340800,1,1,16,19,17,12,-1,1,25,10000,200000.0,20.0,0.8,16,1,-1,3334.0,-1,45032.55,330.0,1,114980,1,12025,0
69,44,8,1,1,1,1,-1,1396310400,-1,1399507200,1402704000,1402704000,1402876800,2,3,2,108,57,2,41,6,30,33439,155491.35,4.65,0.16,63,1,-1,3232.0,-1,25955.06,159.85,1,234720,1,26117,1
105,306,31,1,1,1,2,-1,1282176000,-1,1283385600,1287705600,1287705600,1287705600,2,3,47,154,32,27,18,4,168,2,288.0,144.0,0.86,6,1,1,-1.0,2,-1.0,0.62,1,83590,1,8621,1
59,17,10,1,1,5,2,-1,1373500800,-1,1409097600,1409097600,1409097600,1409097600,2,3,22,22,6,2,8,3,60,19,528.69,27.83,0.46,2,2,1,-1.0,1,-1.0,0.65,1,199283,1,27976,1
83,413,28,1,1,1,1,-1,1371772800,-1,1372636800,1383955200,1383955200,1384300800,2,3,25,114,61,2,43,6,30,82471,865945.5,10.5,0.35,32,1,-1,11615.0,-1,102199.13,1071.17,1,196520,1,21946,0
54,67,29,1,1,1,1,-1,1419811200,-1,1424390400,1433289600,1433289600,1433462400,1,4,14,85,44,3,-1,8,100,15,120.0,8.0,0.08,59,2,1,-1.0,2,-1.0,0.14,1,272160,1,31335,1
50,2,15,1,1,1,1,-1,1258502400,-1,1259712000,1266278400,1266278400,1266278400,1,1,14,3,3,3,-1,1,100,8500,680000.0,80.0,0.8,14,1,-1,1462.0,-1,14419.86,1466.08,1,58380,1,5877,0
54,33,29,1,1,1,1,-1,1402963200,-1,1404172800,1411948800,1411948800,1412035200,1,1,7,10,9,6,-1,1,20,18,576.0,32.0,1.6,8,2,-1,175.0,-1,4011.66,0.59,1,245230,1,27241,1
53,41,7,1,1,1,1,-1,1360195200,-1,1363910400,1376438400,1376438400,1376438400,2,2,21,132,11,2,45,6,60,3192,6703.2,2.1,0.04,20,1,-1,157.0,-1,2010.69,8.29,1,180980,1,20515,1
65,758,33,1,1,1,1,-1,1365724800,-1,1367971200,1383523200,1383523200,1386028800,1,1,7,10,9,6,-1,1,20,469,15008.0,32.0,1.6,8,1,-1,170.0,-1,3125.65,18.56,1,186720,1,20032,1
55,722,14,1,1,1,1,-1,1249344000,-1,1249948800,1259625600,1259625600,1259625600,1,1,14,3,3,3,-1,1,100,3300,237600.0,72.0,0.72,14,1,-1,1593.0,-1,29373.14,465.7,1,51390,1,5103,0
