Project Code as Word,PQ # as Word,Country as Word,Managed By as Word,Fulfill Via as Word,Vendor INCO Term as Word,Shipment Mode as Word,PQ First Sent to Client Date as Word,PQ First Sent to Client Date Value,PO Sent to Vendor Date as Word,PO Sent to Vendor Date Value,Scheduled Delivery Date Value,Delivered to Client Date Value,Delivery Recorded Date Value,Product Group as Word,Sub Classification as Word,Vendor as Word,Item Description as Word,Molecule/Test Type as Word,Brand as Word,Dosage as Word,Dosage Form as Word,Unit of Measure (Per Pack) Value,Line Item Quantity Value,Line Item Value Value,Pack Price Value,Unit Price Value,Manufacturing Site as Word,First Line Designation as Word,Weight (Kilograms) as Word,Weight (Kilograms) Value,Freight Cost (USD) as Word,Freight Cost (USD) Value,Line Item Insurance (USD) Value,PO / SO # Type as Word,PO / SO # ID Value,ASN/DN # Type as Word,ASN/DN # ID Value,IsDefective
7,1,6,1,2,7,1,1,-1,2,-1,1201478400,1201478400,1201478400,1,4,45,23,19,2,-1,8,100,1250,12.5,0.01,0.0,14,2,-1,362.0,-1,8143.19,0.02,3,1223,2,572,0
8,1,7,1,2,7,1,1,-1,2,-1,1200960000,1200960000,1200960000,2,3,45,59,5,2,12,4,60,100,175.0,1.75,0.03,2,2,-1,4213.0,-1,38515.8,0.28,3,1288,2,445,0
3,1,3,1,2,7,1,1,-1,2,-1,1200441600,1200441600,1200441600,2,2,45,48,4,2,1,5,240,4,10.36,2.59,0.01,2,2,-1,272.0,-1,2047.0,0.02,3,1430,2,551,0
12,1,9,1,2,7,1,1,-1,2,-1,1202083200,1202083200,1202083200,2,2,45,6,6,2,1,5,240,3326,7150.9,2.15,0.01,2,1,-1,1225.0,-1,4485.25,11.44,3,1529,2,524,0
10,1,1,1,2,7,1,1,-1,2,-1,1202169600,1203379200,1203379200,2,3,45,44,31,2,21,6,60,35600,263440.0,7.4,0.12,10,1,-1,3731.0,-1,6778.91,421.5,3,1284,2,610,0
10,1,1,1,2,7,1,1,-1,2,-1,1204761600,1203379200,1203379200,2,3,45,12,11,2,6,6,60,371,3524.5,9.5,0.16,2,1,-1,4689.0,-1,8321.29,5.64,3,1663,2,611,0
9,1,8,1,2,7,1,1,-1,2,-1,1214870400,1214870400,1214870400,1,1,45,19,17,12,-1,1,25,9700,194000.0,20.0,0.8,16,1,-1,2907.0,-1,12781.58,310.4,3,1874,2,803,0
8,1,7,1,2,7,1,1,-1,2,-1,1207872000,1207872000,1207872000,2,2,45,103,7,4,38,5,180,70,1187.2,16.96,0.09,27,1,-1,30.0,-1,933.09,1.9,3,2071,2,693,0
8,1,7,1,2,7,1,1,-1,2,-1,1207872000,1207872000,1207872000,2,2,45,103,7,4,38,5,180,31,525.76,16.96,0.09,27,2,-1,30.0,-1,933.09,0.84,3,2071,2,693,0
3,1,3,1,2,7,1,1,-1,2,-1,1208476800,1208476800,1208476800,2,3,45,5,5,2,3,4,60,1521,2311.92,1.52,0.03,2,2,-1,422.0,-1,2812.3,3.7,3,2351,2,717,0
3,1,3,1,2,7,1,1,-1,2,-1,1208476800,1208476800,1208476800,2,3,45,5,5,2,3,4,60,420,638.4,1.52,0.03,2,2,-1,422.0,-1,2812.3,1.02,3,2351,2,717,0
3,1,3,1,2,7,1,1,-1,2,-1,1208476800,1208476800,1208476800,2,3,45,27,7,2,10,3,30,3077,36954.77,12.01,0.4,2,2,-1,422.0,-1,2812.3,59.13,3,2351,2,717,0
3,1,3,1,2,7,1,1,-1,2,-1,1208476800,1208476800,1208476800,2,3,45,58,24,2,8,3,60,15,412.95,27.53,0.46,20,2,-1,422.0,-1,2812.3,0.66,3,2351,2,717,0
5,1,5,1,2,7,1,1,-1,2,-1,1217289600,1217289600,1217289600,2,3,45,12,11,2,6,6,60,122590,1158475.5,9.45,0.16,2,2,-1,16709.0,-1,15210.0,1853.56,3,2560,2,826,0
9,1,8,1,2,7,2,1,-1,2,-1,1217376000,1217376000,1217376000,2,3,45,44,31,2,21,6,60,9732,72016.8,7.4,0.12,10,1,-1,911.0,-1,2705.71,115.23,3,2790,2,798,0
8,1,7,1,2,7,1,1,-1,2,-1,1205884800,1205884800,1205884800,1,1,45,17,15,3,-1,1,100,345,23115.0,67.0,0.67,14,1,-1,60.0,-1,1328.2,36.98,3,1916,2,658,0
5,1,5,1,2,7,2,1,-1,2,-1,1214784000,1214784000,1214784000,2,3,45,27,7,2,10,3,30,75000,900750.0,12.01,0.4,2,1,-1,15566.0,-1,9330.0,1441.2,3,2556,2,748,0
4,1,4,1,2,7,1,1,-1,2,-1,1207180800,1207180800,1207180800,2,3,45,12,11,2,6,6,60,6597,62671.5,9.5,0.16,2,1,-1,617.0,-1,2891.6,100.27,3,1992,2,689,0
5,1,5,1,2,7,1,1,-1,2,-1,1221523200,1221523200,1221523200,2,3,45,44,31,2,21,6,60,155319,1149360.6,7.4,0.12,10,1,-1,28334.0,-1,80239.66,1838.98,3,2559,2,791,0
3,1,3,1,2,7,1,1,-1,2,-1,1202947200,1202947200,1202947200,2,3,45,54,34,2,26,6,60,8940,120690.0,13.5,0.22,10,2,-1,1054.0,-1,2722.38,193.1,3,1571,2,620,0
20,1,14,1,2,7,1,1,-1,2,-1,1212624000,1212624000,1212624000,2,3,45,27,7,2,10,3,30,33787,419634.54,12.42,0.41,2,1,-1,6081.0,-1,3316.9,671.42,3,2015,2,665,0
8,1,7,1,2,7,1,1,-1,2,-1,1212364800,1212364800,1212364800,2,3,45,59,5,2,12,4,60,39,68.25,1.75,0.03,2,2,-1,1154.0,-1,12508.65,0.11,3,2053,2,744,0
4,1,4,1,2,7,-1,1,-1,2,-1,1206662400,1206662400,1206662400,2,3,45,8,2,2,4,3,60,40000,136000.0,3.4,0.06,32,2,-1,9344.0,-1,35246.5,217.6,3,1806,2,625,0
26,1,17,1,2,7,1,1,-1,2,-1,1211155200,1211155200,1211155200,2,3,45,12,11,2,6,6,60,800,7560.0,9.45,0.16,2,1,-1,75.0,-1,935.8,12.1,3,2341,2,714,0
5,1,5,1,2,7,2,1,-1,2,-1,1214784000,1214784000,1214784000,2,3,45,12,11,2,6,6,60,112191,1060204.95,9.45,0.16,2,1,-1,10453.0,-1,8831.92,1696.33,3,2558,2,764,0
14,1,3,1,2,7,1,1,-1,2,-1,1217462400,1217462400,1217462400,2,2,45,66,7,2,4,4,90,1132,18112.0,16.0,0.18,2,2,-1,2033.0,-1,15307.62,28.98,3,2553,2,836,0
10,1,1,1,2,7,1,1,-1,2,-1,1207612800,1207612800,1207612800,2,2,45,77,5,2,9,5,200,1971,2759.4,1.4,0.01,2,2,-1,608.0,-1,1996.68,4.42,3,2043,2,684,0
12,1,9,1,2,7,1,1,-1,2,-1,1208736000,1208736000,1208736000,2,2,45,77,5,2,9,5,200,3000,4200.0,1.4,0.01,2,1,-1,342.0,-1,1850.7,6.72,3,2358,2,720,0
22,1,15,1,2,7,2,1,-1,2,-1,1204675200,1204675200,1204675200,1,4,45,23,19,2,-1,8,100,1550,15.5,0.01,0.0,14,2,1,-1.0,2,-1.0,0.02,3,1975,2,675,0
8,1,7,1,2,7,1,1,-1,2,-1,1206057600,1206057600,1206057600,2,3,45,5,5,2,3,4,60,7770,11810.4,1.52,0.03,2,2,-1,938.0,-1,11340.2,18.9,3,2042,2,682,0
10,1,1,1,2,7,-1,1,-1,2,-1,1204502400,1204502400,1204502400,1,1,45,17,15,3,-1,1,100,1505,108344.95,71.99,0.72,14,2,-1,440.0,-1,1759.4,173.35,3,791,2,641,0
5,1,5,1,2,7,1,1,-1,2,-1,1206662400,1206662400,1206662400,2,3,45,12,11,2,6,6,60,48610,461795.0,9.5,0.16,2,2,-1,6007.0,-1,20395.6,738.87,3,1652,2,637,0
8,1,7,1,2,7,1,1,-1,2,-1,1208736000,1208736000,1208736000,2,3,45,22,6,2,8,3,60,3115,25387.25,8.15,0.14,2,1,-1,178.0,-1,2599.0,40.62,3,2069,2,704,0
5,1,5,1,2,7,1,1,-1,2,-1,1214784000,1214784000,1214784000,2,3,45,12,11,2,6,6,60,6722,63859.0,9.5,0.16,2,1,-1,634.0,-1,1108.08,102.17,3,2001,2,757,0
4,1,4,1,2,7,2,1,-1,2,-1,1216771200,1216771200,1216771200,2,3,45,27,7,2,10,3,30,55000,660550.0,12.01,0.4,20,1,-1,3925.0,-1,2196.18,1056.88,3,1894,2,808,0
10,1,1,1,2,7,1,1,-1,2,-1,1204070400,1204070400,1204070400,2,3,45,8,2,2,4,3,60,17621,59911.4,3.4,0.06,2,1,-1,1650.0,-1,3428.5,95.86,3,1307,2,626,0
10,1,1,1,2,7,1,1,-1,2,-1,1205366400,1205366400,1205366400,1,1,45,17,15,3,-1,1,100,250,17997.5,71.99,0.72,14,2,-1,61.0,-1,1225.42,28.8,3,1838,2,632,0
9,1,8,1,2,7,2,1,-1,2,-1,1205280000,1205280000,1205280000,2,3,45,22,6,2,8,3,60,6295,51304.25,8.15,0.14,2,2,-1,395.0,-1,1746.3,82.09,3,1922,2,644,0
8,1,7,1,2,7,1,1,-1,2,-1,1212364800,1212364800,1212364800,2,3,45,22,6,2,8,3,60,1925,15688.75,8.15,0.14,2,1,-1,111.0,-1,1355.06,25.1,3,2348,2,745,0
22,1,15,1,2,7,2,1,-1,2,-1,1211760000,1211760000,1211760000,1,4,45,23,19,2,-1,8,100,1000,10.0,0.01,0.0,14,2,1,-1.0,2,-1.0,0.02,3,2692,2,760,0
8,1,7,1,2,7,1,1,-1,2,-1,1208131200,1208131200,1208131200,2,3,45,9,8,5,5,3,120,240,9864.0,41.1,0.34,7,2,-1,4639.0,-1,47525.69,15.78,3,2055,2,690,0
36,1,22,1,2,7,1,1,-1,2,-1,1211241600,1211241600,1211241600,1,1,45,10,9,6,-1,1,20,10,320.0,32.0,1.6,8,1,-1,3.0,-1,400.75,0.51,3,2497,2,741,0
20,1,14,1,2,7,1,1,-1,2,-1,1218067200,1218067200,1218067200,2,3,45,44,31,2,21,6,60,138325,995940.0,7.2,0.12,34,2,-1,13123.0,-1,9161.95,1593.5,3,1882,2,817,0
5,1,5,1,2,7,1,1,-1,2,-1,1214870400,1214870400,1214870400,2,3,45,5,5,2,3,4,60,75318,114483.36,1.52,0.03,2,1,-1,5040.0,-1,22965.4,183.17,3,2564,2,751,0
5,1,5,1,2,7,1,1,-1,2,-1,1215561600,1215561600,1215561600,2,3,45,27,7,2,10,3,30,101445,1259946.9,12.42,0.41,2,2,-1,16778.0,-1,9043.65,2015.92,3,1696,2,763,0
5,1,5,1,2,7,1,1,-1,2,-1,1215561600,1215561600,1215561600,2,3,45,12,11,2,6,6,60,58086,551817.0,9.5,0.16,2,2,-1,16778.0,-1,9043.65,882.91,3,1696,2,763,0
26,1,17,1,2,7,1,1,-1,2,-1,1215648000,1215648000,1215648000,2,3,45,5,5,2,3,4,60,500,775.0,1.55,0.03,2,1,-1,33.0,-1,578.24,1.24,3,2677,2,789,0
20,1,14,1,2,7,1,1,-1,2,-1,1234137600,1234137600,1234137600,2,2,45,66,7,2,4,4,90,560,8545.6,15.26,0.17,2,2,-1,1448.0,-1,3613.31,16.75,3,15084,2,1024,0
20,1,14,1,2,7,1,1,-1,2,-1,1227744000,1227744000,1227744000,2,3,45,52,32,27,18,4,336,180,0.0,0.0,0.0,33,1,-1,256.0,-1,2765.64,0.0,3,18330,2,1002,0
22,1,15,1,2,7,2,1,-1,2,-1,1224720000,1224720000,1224720000,1,1,45,17,15,3,-1,1,100,5000,399950.0,79.99,0.8,14,2,1,-1.0,2,-1.0,783.9,3,11440,2,965,0
27,1,11,1,2,7,1,1,-1,2,-1,1227225600,1227225600,1227225600,2,3,45,4,4,2,2,3,60,420,1218.0,2.9,0.05,2,2,-1,49.0,-1,1465.71,2.39,3,18470,2,1017,0
4,1,4,1,2,7,2,1,-1,2,-1,1228089600,1228089600,1228089600,2,3,45,8,2,2,4,3,60,50000,170000.0,3.4,0.06,32,1,-1,2809.0,-1,3629.37,333.2,3,2494,2,1005,0
4,1,4,1,2,7,1,1,-1,2,-1,1226620800,1226620800,1226620800,2,2,45,6,6,2,1,5,240,1800,3780.0,2.1,0.01,2,1,-1,671.0,-1,5110.76,7.41,3,15290,2,999,0
3,1,3,1,2,7,1,1,-1,2,-1,1227139200,1227139200,1227139200,2,2,45,77,5,2,9,5,200,36,50.4,1.4,0.01,2,1,-1,4.0,-1,857.17,0.1,3,11020,2,1013,0
36,1,22,1,2,7,1,1,-1,2,-1,1226880000,1226880000,1226880000,1,1,45,19,17,12,-1,1,25,16,320.0,20.0,0.8,16,2,-1,19.0,-1,851.24,0.63,3,14930,2,1004,0
42,1,3,1,2,7,1,1,-1,2,-1,1217203200,1217203200,1217203200,2,3,45,53,33,28,25,6,30,15000,393750.0,26.25,0.88,28,1,-1,1309.0,-1,7463.74,630.0,3,2681,2,843,0
4,1,4,1,2,7,2,1,-1,2,-1,1223251200,1223251200,1223251200,2,3,45,27,7,2,10,3,30,50000,600500.0,12.01,0.4,20,1,-1,3817.0,-1,4579.42,960.8,3,2482,2,938,0
4,1,4,1,2,7,2,1,-1,2,-1,1228089600,1228089600,1228089600,2,3,45,8,2,2,4,3,60,138,469.2,3.4,0.06,32,2,-1,1162.0,-1,3629.37,0.92,3,16670,2,993,0
22,1,15,1,2,7,2,1,-1,2,-1,1225411200,1225411200,1225411200,1,1,45,10,9,6,-1,1,20,1250,40000.0,32.0,1.6,8,1,-1,393.0,-1,157.5,78.4,3,11480,2,994,0
14,1,3,1,2,7,1,1,-1,2,-1,1217462400,1217462400,1217462400,2,3,45,53,33,28,25,6,30,20000,525000.0,26.25,0.88,28,1,-1,1741.0,-1,10665.71,840.0,3,11231,2,862,0
26,1,17,1,2,7,4,1,-1,2,-1,1233532800,1233532800,1233532800,2,3,45,99,38,2,36,6,30,1166,2332.0,2.0,0.07,10,1,-1,71.0,-1,1240.0,4.57,3,17450,2,970,0
20,1,14,1,2,7,1,1,-1,2,-1,1220572800,1220572800,1220572800,2,3,45,27,7,2,10,3,30,9650,115896.5,12.01,0.4,2,2,-1,4211.0,-1,3227.48,185.43,3,2424,2,850,0
20,1,14,1,2,7,1,1,-1,2,-1,1220572800,1220572800,1220572800,2,3,45,54,34,2,26,6,60,16990,229365.0,13.5,0.22,2,2,-1,4211.0,-1,3227.48,366.98,3,2424,2,850,0
20,1,14,1,2,7,1,1,-1,2,-1,1220572800,1220572800,1220572800,2,3,45,4,4,2,2,3,60,120,349.2,2.91,0.05,32,2,-1,4211.0,-1,3227.48,0.56,3,2424,2,850,0
10,1,1,1,2,7,1,1,-1,2,-1,1235952000,1235952000,1235952000,2,3,45,8,2,2,4,3,60,22566,67698.0,3.0,0.05,2,1,-1,2113.0,-1,5574.06,132.69,3,21870,2,1087,0
26,1,17,1,2,7,1,1,-1,2,-1,1236038400,1236038400,1236038400,2,3,45,54,34,2,26,6,60,88,1038.4,11.8,0.2,2,1,-1,10.0,-1,1002.2,2.04,3,17752,2,1093,0
26,1,17,1,2,7,1,1,-1,2,-1,1237420800,1237420800,1237420800,2,3,45,27,7,2,10,3,30,9,99.0,11.0,0.37,2,1,-1,1.0,-1,966.37,0.19,3,17911,2,1094,0
26,1,17,1,2,7,1,1,-1,2,-1,1231459200,1231459200,1231459200,2,3,45,44,31,2,21,6,60,965,6948.0,7.2,0.12,34,2,-1,205.0,-1,2202.02,13.62,3,17700,2,992,0
14,1,3,1,2,7,1,1,-1,2,-1,1235606400,1235606400,1235606400,2,3,45,5,5,2,3,4,60,11142,17270.1,1.55,0.03,2,1,-1,739.0,-1,6315.3,33.85,3,23040,2,1106,0
10,1,1,1,2,7,1,1,-1,2,-1,1237334400,1237334400,1237334400,2,2,45,6,6,2,1,5,240,1643,3450.3,2.1,0.01,2,1,-1,483.0,-1,7293.9,6.76,3,21842,2,1097,0
26,1,17,1,2,7,1,1,-1,2,-1,1239148800,1239148800,1239148800,2,3,45,53,33,28,25,6,30,328,8610.0,26.25,0.88,28,2,-1,291.0,-1,1755.0,16.88,3,17754,2,1125,0
3,1,3,1,2,7,1,1,-1,2,-1,1222214400,1222214400,1222214400,2,3,45,27,7,2,10,3,30,1957,22936.04,11.72,0.39,2,2,-1,892.0,-1,13353.34,36.7,3,2728,2,917,0
8,1,7,1,2,7,1,1,-1,2,-1,1225756800,1225756800,1225756800,2,3,45,27,7,2,10,3,30,24599,270589.0,11.0,0.37,2,2,-1,10435.0,-1,121330.06,530.35,3,15930,2,944,0
18,1,3,1,2,7,1,1,-1,2,-1,1232323200,1232323200,1232323200,2,3,45,27,7,2,10,3,30,14000,154000.0,11.0,0.37,2,1,-1,1169.0,-1,13538.35,301.84,3,15051,2,1057,0
33,1,3,1,2,7,1,1,-1,2,-1,1216857600,1216857600,1216857600,2,3,45,8,2,2,4,3,60,1672,5684.8,3.4,0.06,2,2,-1,251.0,-1,1960.81,9.1,3,10540,2,844,0
26,1,17,1,2,7,1,1,-1,2,-1,1231200000,1231200000,1231200000,2,3,45,99,38,2,36,6,30,938,1876.0,2.0,0.07,10,2,-1,691.0,-1,8252.73,3.68,3,17900,2,987,0
12,1,9,1,2,7,1,1,-1,2,-1,1234915200,1234915200,1234915200,2,3,45,30,18,2,8,3,30,3100,41168.0,13.28,0.44,20,2,-1,5147.0,-1,29336.46,80.69,3,22000,2,1060,0
12,1,9,1,2,7,1,1,-1,2,-1,1233187200,1233187200,1233187200,2,3,45,44,31,2,21,6,60,17103,121773.36,7.12,0.12,10,2,-1,2002.0,-1,10460.94,238.68,3,22010,2,1061,0
14,1,3,1,2,7,1,1,-1,2,-1,1225324800,1225324800,1225324800,2,3,45,12,11,2,6,6,60,2708,25590.6,9.45,0.16,20,2,-1,5588.0,-1,18617.93,50.16,3,2554,2,960,0
10,1,1,1,2,7,1,1,-1,2,-1,1243296000,1243296000,1243296000,2,3,45,27,7,2,10,3,30,36391,386472.42,10.62,0.35,2,1,-1,4156.0,-1,11180.32,757.49,3,21840,2,1120,0
10,1,1,1,2,7,1,1,-1,2,-1,1243296000,1243296000,1243296000,2,2,45,48,4,2,1,5,240,3060,5814.0,1.9,0.01,2,2,-1,4156.0,-1,11180.32,11.4,3,21840,2,1120,0
38,1,3,1,2,7,3,1,-1,2,-1,1237420800,1237420800,1237420800,2,3,45,54,34,2,26,6,60,15944,181761.6,11.4,0.19,2,1,-1,1793.0,-1,11492.86,356.25,3,21801,2,1135,0
10,1,1,1,2,7,1,1,-1,2,-1,1237507200,1237507200,1237507200,2,2,45,42,8,25,19,5,300,896,36825.6,41.1,0.14,29,1,1,-1.0,2,-1.0,72.18,3,27030,2,1161,0
4,1,4,1,2,7,2,1,-1,2,-1,1226016000,1226016000,1226016000,2,2,45,83,12,2,18,9,60,4200,32550.0,7.75,0.13,2,1,-1,867.0,-1,2938.92,63.8,3,2478,2,981,0
10,1,1,1,2,7,1,1,-1,2,-1,1237766400,1237766400,1237766400,2,2,45,42,8,25,19,5,300,405,16645.5,41.1,0.14,29,2,1,-1.0,2,-1.0,32.63,3,970,2,1163,0
10,1,1,1,2,7,1,1,-1,2,-1,1245369600,1245369600,1245369600,2,3,45,8,2,2,4,3,60,5259,15777.0,3.0,0.05,32,1,-1,294.0,-1,5432.93,30.92,3,21871,2,1170,0
4,1,4,1,2,7,2,1,-1,2,-1,1240790400,1240790400,1240790400,2,3,45,27,7,2,10,3,30,60000,660000.0,11.0,0.37,2,1,-1,5144.0,-1,13853.29,1293.6,3,17610,2,1178,0
20,1,14,1,2,7,1,1,-1,2,-1,1245110400,1245110400,1245110400,2,3,45,54,34,2,26,6,60,26292,310245.6,11.8,0.2,20,1,-1,3218.0,-1,15990.35,608.08,3,27870,2,1195,0
38,1,3,1,2,7,3,1,-1,2,-1,1241740800,1241740800,1241740800,2,3,45,54,34,2,26,6,60,71422,814210.8,11.4,0.19,2,1,-1,8016.0,-1,15128.37,1595.85,3,22521,2,1196,0
26,1,17,1,2,7,1,1,-1,2,-1,1240531200,1240531200,1240531200,2,3,45,9,8,5,5,3,120,80,3288.0,41.1,0.34,7,1,-1,19.0,-1,1381.64,6.44,3,26180,2,1197,0
38,1,3,1,2,7,1,1,-1,2,-1,1240963200,1240963200,1240963200,2,3,45,53,33,28,25,6,30,17933,470741.25,26.25,0.88,28,1,-1,1564.0,-1,16864.58,922.65,3,22523,2,1202,0
14,1,3,1,2,7,3,1,-1,2,-1,1241740800,1241740800,1241740800,2,3,45,12,11,2,6,6,60,10000,93500.0,9.35,0.16,2,1,-1,905.0,-1,15128.37,183.26,3,23431,2,1203,0
8,1,7,1,2,7,1,1,-1,2,-1,1242691200,1242691200,1242691200,2,2,45,71,24,2,30,5,240,398,5970.0,15.0,0.06,2,2,-1,199.0,-1,3133.23,11.7,3,24830,2,1205,0
37,1,3,1,2,7,3,1,-1,2,-1,1241740800,1241740800,1241740800,2,3,45,108,57,2,41,6,30,23991,275896.5,11.5,0.38,20,1,-1,2096.0,-1,15128.37,540.76,3,26250,2,1212,0
8,1,7,1,2,7,1,1,-1,2,-1,1242950400,1242950400,1242950400,2,2,45,103,7,4,38,5,180,98,1662.08,16.96,0.09,27,1,-1,28.0,-1,988.24,3.26,3,24870,2,1218,0
10,1,1,1,2,7,1,1,-1,2,-1,1242777600,1242777600,1242777600,2,3,45,12,11,2,6,6,60,6476,56729.76,8.76,0.15,20,1,-1,540.0,-1,4881.06,111.19,3,21883,2,1220,0
38,1,3,1,2,7,4,1,-1,2,-1,1241049600,1241049600,1241049600,2,3,45,54,34,2,26,6,60,13334,152007.6,11.4,0.19,20,1,-1,1626.0,-1,17096.24,297.93,3,22525,2,1206,0
8,1,7,1,2,7,1,1,-1,2,-1,1242950400,1242950400,1242950400,2,2,45,65,6,2,18,4,100,504,2766.96,5.49,0.05,2,2,-1,2034.0,-1,23441.88,5.42,3,24840,2,1221,0
26,1,17,1,2,7,1,1,-1,2,-1,1245801600,1245801600,1245801600,2,3,45,8,2,2,4,3,60,107,342.4,3.2,0.05,2,2,-1,76.0,-1,1954.23,0.67,3,26140,2,1222,0
10,1,1,1,2,7,1,1,-1,2,-1,1244678400,1244678400,1244678400,2,3,45,4,4,2,2,3,60,17100,41724.0,2.44,0.04,2,2,-1,3337.0,-1,9936.96,81.78,3,27520,2,1234,0
10,1,1,1,2,7,1,1,-1,2,-1,1244678400,1244678400,1244678400,2,3,45,73,5,2,24,4,60,560,840.0,1.5,0.02,2,2,-1,3337.0,-1,9936.96,1.65,3,27520,2,1234,0
40,1,24,1,2,7,2,2,-1,2,-1,1250035200,1250035200,1250035200,2,2,45,42,8,25,19,5,300,1059,10.59,0.01,0.0,29,1,1,-1.0,2,-1.0,0.02,3,30710,2,1236,0
14,1,3,1,2,7,3,1,-1,2,-1,1245110400,1245110400,1245110400,2,3,45,5,5,2,3,4,60,12000,17880.0,1.49,0.02,2,1,-1,789.0,-1,7329.83,35.04,3,22840,2,1245,0
17,1,12,1,2,7,1,1,-1,2,-1,1245024000,1245024000,1245024000,2,3,45,108,57,2,41,6,30,5000,50000.0,10.0,0.33,20,1,-1,419.0,-1,2317.2,98.0,3,30460,2,1251,0
26,1,17,1,2,7,1,1,-1,2,-1,1245801600,1245801600,1245801600,2,3,45,54,34,2,26,6,60,1155,13109.25,11.35,0.19,20,1,-1,147.0,-1,1848.59,25.69,3,30110,2,1256,0
26,1,17,1,2,7,1,1,-1,2,-1,1245974400,1245974400,1245974400,2,3,45,9,8,5,5,3,120,220,9042.0,41.1,0.34,7,1,-1,50.0,-1,1359.4,17.72,3,31430,2,1281,0
4,1,4,1,2,7,2,2,-1,2,-1,1246492800,1246492800,1246492800,2,3,45,108,57,2,41,6,30,92000,1058000.0,11.5,0.38,20,1,-1,7101.0,-1,16702.26,2073.68,3,29060,2,1285,0
4,1,4,1,2,7,1,2,-1,2,-1,1246492800,1246492800,1246492800,2,2,45,66,7,2,4,4,90,4000,61040.0,15.26,0.17,2,1,-1,481.0,-1,2951.12,119.64,3,31900,2,1286,0
10,1,1,1,2,7,1,1,-1,2,-1,1246320000,1246320000,1246320000,2,3,45,53,33,28,25,6,30,2160,56700.0,26.25,0.88,28,1,-1,186.0,-1,1660.07,111.13,3,31960,2,1297,0
8,1,7,1,2,7,1,1,-1,2,-1,1245801600,1245801600,1245801600,2,3,45,12,11,2,6,6,60,25824,226218.24,8.76,0.15,2,1,-1,2359.0,-1,26714.63,443.39,3,30170,2,1309,0
4,1,4,1,2,7,2,2,-1,2,-1,1252022400,1252022400,1252022400,2,3,45,44,31,2,21,6,60,35000,249200.0,7.12,0.12,34,1,-1,2604.0,-1,2448.71,488.43,3,32510,2,1329,0
38,1,3,1,2,7,3,2,-1,2,-1,1249344000,1249344000,1249344000,2,3,45,54,34,2,26,6,60,23670,269838.0,11.4,0.19,2,1,-1,2666.0,-1,7445.8,528.88,3,32640,2,1342,0
38,1,3,1,2,7,3,2,-1,2,-1,1249344000,1249344000,1249344000,2,3,45,53,33,28,25,6,30,671,17613.75,26.25,0.88,28,1,-1,59.0,-1,7445.8,34.52,3,27815,2,1351,0
4,1,4,1,2,7,2,2,-1,2,-1,1252972800,1252972800,1252972800,2,3,45,22,6,2,8,3,60,12294,94786.74,7.71,0.13,32,1,-1,629.0,-1,8281.69,185.78,3,31951,2,1362,0
26,1,17,1,2,7,1,2,-1,2,-1,1252972800,1252972800,1252972800,2,3,45,8,2,2,4,3,60,2250,6525.0,2.9,0.05,2,2,-1,327.0,-1,2737.97,12.79,3,31460,2,1300,0
26,1,17,1,2,7,1,2,-1,2,-1,1249862400,1249862400,1249862400,2,3,45,12,11,2,6,6,60,2420,21199.2,8.76,0.15,20,1,-1,202.0,-1,1534.1,41.55,3,30120,2,1369,0
20,1,14,1,2,7,2,2,-1,2,-1,1253145600,1253145600,1253145600,2,3,45,44,31,2,21,6,60,42000,299040.0,7.12,0.12,34,2,-1,4374.0,-1,1799.88,586.12,3,32530,2,1380,0
20,1,14,1,2,7,2,2,-1,2,-1,1254873600,1254873600,1254873600,2,3,45,105,38,2,36,6,60,17500,68250.0,3.9,0.06,20,1,-1,1292.0,-1,1588.05,133.77,3,32570,2,1396,0
4,1,4,1,2,7,2,2,-1,2,-1,1253577600,1253577600,1253577600,2,3,45,27,7,2,10,3,30,88000,968000.0,11.0,0.37,2,1,-1,7579.0,-1,6759.28,1897.28,3,17660,2,1403,0
5,1,5,1,2,7,2,2,-1,2,-1,1253836800,1253836800,1253836800,2,3,45,21,18,14,8,3,30,536,9112.0,17.0,0.57,28,1,-1,41.0,-1,2233.61,17.86,3,18750,2,1431,0
4,1,4,1,2,7,2,2,-1,2,-1,1254441600,1254441600,1254441600,2,3,45,12,11,2,6,6,60,111538,977072.88,8.76,0.15,2,2,-1,23888.0,-1,13518.56,1915.06,3,32850,2,1432,0
20,1,14,1,2,7,1,2,-1,2,-1,1251331200,1251331200,1251331200,2,3,45,44,31,2,21,6,60,98396,700579.52,7.12,0.12,34,1,-1,7426.0,-1,2400.25,1373.14,3,26421,2,1413,0
38,1,3,1,2,7,3,2,-1,2,-1,1255996800,1255996800,1255996800,2,3,45,106,33,2,39,6,30,121280,1425040.0,11.75,0.39,20,1,-1,9813.0,-1,9341.49,2793.08,3,27820,2,1440,0
5,1,5,1,2,7,2,2,-1,2,-1,1256515200,1256515200,1256515200,2,3,45,58,24,2,8,3,60,15900,404655.0,25.45,0.42,20,1,-1,1630.0,-1,2217.5,793.12,3,31282,2,1459,0
12,1,9,1,2,7,1,2,-1,2,-1,1254787200,1254787200,1254787200,2,3,45,4,4,2,2,3,60,4275,10431.0,2.44,0.04,2,2,-1,658.0,-1,4311.22,20.44,3,33630,2,1471,0
8,1,7,1,2,7,1,2,-1,2,-1,1255392000,1255392000,1255392000,2,3,45,27,7,2,10,3,30,36456,226756.32,6.22,0.21,2,1,-1,3160.0,-1,32104.3,444.44,3,32770,2,1465,0
